,bedType,bed,roomType,view,tuan,master_room_type,,,,room_name,stt
Standart,Other,Other,Other,Other,Grand Pool Villa,Villa,,,,Grand Pool Villa,1
Standart,Other,Other,Other,Other,Grand Pool Villa,Villa,,,,Villa - Grand - Pool,1
Standart,Other,Other,Other,Other,Grand Pool Villa,Villa,,,,Villa Grand Pool,1
Standart,Other,Other,Other,Other,Grand Villa,Villa,,,,Grand Villa,1
Standart,Other,Other,Other,Other,Grand Villa,Villa,,,,Villa - Grand,1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,3 Bedroom Pool Villa,1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,Garden Villa - Pool,1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,Sky Pool Villa,1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,Sky Pool Villa (Tower Block),1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,Villa - Garden - Pool,1
Standart,Other,Other,Other,Other,Pool Villa,Villa,,,,Villa Pool Courtyard,1
Standart,Other,Other,premium ,Other,Premium Pool Villa,Villa,,,,Premium Pool Villa,1
Standart,Other,Other,premium ,Sea,Premium Pool Villa,Villa,,,,Premium Pool Villa - Sea View,1
Standart,Other,Other,superior ,Other,Superior Villa,Villa,,,,Superior Villa,1
Standart,Other,Other,superior ,Other,Superior Villa,Villa,,,,Villa Superior,1
Standart,double ,Other,Vila,Other,Villa,Villa,,,,Double Luxe Sarang,2
Standart,double ,Other,Vila,Other,Villa,Villa,,,,Double Luxe-Sarang,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Pool Villa River View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,1 Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,1-Bedroom Villa Private Pool,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,2-Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,2-Bedroom Villa With Private Pool,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,3 Bedrooms Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,3-Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,6 Bedrooms Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Forest Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Pool View Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Pool Villa Courtyard,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,One-Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Three-Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,5 Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Hilltop Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,One Bedroom Garden Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,One Bedroom Palawan Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,One Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,One Bedroom Villa (Fit),2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Poll Villa Riverview,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Two Bedroom Garden Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Two-Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - 2 Adults,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - 2-Bedroom,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - Garden View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - Pool,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - Pool And Sea View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - Pool View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa - River View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 1 Bedroom,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 1 Bedroom - Garden,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 1 Bedroom - Garden View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 1 Bedroom - Private Pool,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 2 Bedrooms,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa 3 Bedrooms,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa Family,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa One Bedroom,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa One Bedroom Villa,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa Pool River View,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa Three Bedrooms,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,Villa Two Bedrooms,2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,"Villa, 1 King Bed",2
Standart,Other,Other,Vila,Other,Villa,Villa,,,,"Villa, 3 Bedrooms",2
Standart,Other,Other,Villa Deluxe,Other,Villa Deluxe,Villa,,,,Deluxe Jacuzzi Villa,2
Standart,Other,Other,Villa Deluxe,Other,Villa Deluxe,Villa,,,,Villa Deluxe With Jacuzzi,2
Standart,Other,Other,villa executive ,Other,villa executive ,Villa,,,,Villa - Executive,2
Standart,Other,Other,villa executive ,Other,villa executive ,Villa,,,,Villa - Executive - Pool,2
Standart,Other,Other,villa premium ,Other,villa premium ,Villa,,,,Villa - Premium,2
Standart,Other,Other,villa suite ,Other,villa suite ,Villa,,,,Suite Villa (3 Adults),2
Standart,Other,Other,deluxe VIP,Other,Deluxe VIP,VIP,,,,Deluxe Vip,1
Standart,Other,Other,classic deluxe ,Other,classic deluxe ,Other,,,deluxe,Classic Deluxe,2
Standart,double twin ,Other,classic deluxe ,Other,classic deluxe ,Other,,,deluxe,Double Or Twin Classic Deluxe,2
Standart,double ,king ,classic deluxe ,Other,classic deluxe ,Other,,,deluxe,Double Room King Bed - Classic - Deluxe,2
Standart,double twin ,Other,classic deluxe ,city ,classic deluxe ,Other,,,deluxe,Hanoi Classic &Amp,2
Standart,Other,Other,classic deluxe ,Other,classic deluxe ,Other,,,deluxe,Deluxe Classic,2
Standart,Other,Other,classic studio,Other,classic studio,Other,studio,,suite,Classic Studio Apartment,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,2-Bedroom Classic Suite,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,Classic 2-Bedroom Suite,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,Classic Suite,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,Classic Suite.,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,Suite Classic,2
Standart,Other,Other,classic suite ,Other,classic suite ,Other,,,suite,Suite Two Bedroom Classic,2
Standart,Other,Other,classic superior ,Other,classic superior ,Other,superior,,,Classic Silk (Superior),2
Standart,Other,Other,classic superior ,Other,classic superior ,Other,superior,,,Classic Superior,2
Standart,double ,Other,deluxe ,Other,Club deluxe ,Other,,,deluxe,Double Club Deluxe,1
Standart,double twin ,Other,deluxe ,Other,Club deluxe ,Other,,,deluxe,Double Or Twin Club Deluxe,1
Standart,double twin ,Other,deluxe ,Other,Club deluxe ,Other,,,deluxe,Twin/double Room - Deluxe - Club Room,1
Standart,twin ,king ,deluxe ,Other,Club deluxe ,Other,,,deluxe,Club Deluxe King Or Twin,1
Standart,twin ,Other,deluxe ,Other,Club deluxe ,Other,,,deluxe,Twin Club Deluxe,1
Standart,Other,king ,deluxe ,Other,Club deluxe ,Other,,,deluxe,Club Deluxe King Room,1
Standart,Other,king ,deluxe ,Other,Club deluxe ,Other,,,deluxe,Club Deluxe Room With King Bed - Club Lounge Access For Adults Only,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,De Luxe Double Bed Room,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe - Double,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double Room,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Double Room, 1 Queen Bed",1
Standart,double ,Other,Other,City,Deluxe,Other,,,Deluxe,"Deluxe Double Room, City View",1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Double Room, No Windows",1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double Window,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Double Bed",1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Zen Double, 1 Queen Bed",1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Deluxe,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Luxe,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Luxe-Crib,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Room - Deluxe,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Room Deluxe,1
Standart,double ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Twin-Tower View Deluxe,1
Standart,double ,king ,Other,Other,Deluxe,Other,,,Deluxe,Double Deluxe King,1
Standart,double ,king ,Other,Other,Deluxe,Other,,,Deluxe,Double Deluxe King Bed,1
Standart,double ,king ,Other,Other,Deluxe,Other,,,Deluxe,Double Room King Bed - Deluxe,1
Standart,double ,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double Or King Room,1
Standart,double single ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Double Or 2 Single Bed",1
Standart,double single ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Double Or 2 Single Beds",1
Standart,double single ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Double Or 2 Single Beds With Big Window",1
Standart,double single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Single / Double,1
Standart,double single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Single Or Double Room,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe (Double Or Twin Bed),1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double Or Twin,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double Or Twin Bed,1
Standart,double twin ,Other,Other,City,Deluxe,Other,,,Deluxe,"Deluxe Double Or Twin Room, City View",1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Double/Twin,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Double Or Twin Deluxe,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Twin/double Room - Deluxe,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Twin/Double Room - Deluxe - Balcony,1
Standart,double twin ,Other,Other,Other,Deluxe,Other,,,Deluxe,Twin/Double Room - Deluxe - Tower,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,2 Single Beds Deluxe,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,2 Single Deluxe Smoking,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe 2 Single Beds,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room 2 Single Beds,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 2 Single Beds",1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Single,1
Standart,single ,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Single Room,1
Standart,twin ,king ,Other,Other,Deluxe,Other,,,Deluxe,Corporate Deluxe King Or Twin,1
Standart,twin ,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe King Or Twin Room With Window,1
Standart,twin ,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Twin/King,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Twin Deluxe Plus,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,*Deluxe,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,1 Bedroom Deluxe,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe - No Window,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Balcony Room,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe No Window,1
pool ,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe One Bedroom Studio,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Plus Room - Room Only (Bar).,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Plus Room - Room With Breakfast (Bar),1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room (Newly Renovated!),1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room (Newly Renovated),1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room (No View) - Room Only (Bar),1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room (No View) - Room With Breakfast (Bar),1
Standart,Other,Other,Other,Sea,Deluxe,Other,,,Deluxe,Deluxe Room (Non Seaview),1
Standart,Other,Other,Other,Towers,Deluxe,Other,,,Deluxe,Deluxe Room (Twin Tower View),1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room - Klcc View,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room Bbf - Klcc View,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room With Breakfast,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room With Window,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Bedroom",1
Standart,Other,Other,Other,City,Deluxe,Other,,,Deluxe,"Deluxe Room, City View",1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, Connecting Rooms",1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, Non Smoking",1
Standart,Other,Other,Other,Sea,Deluxe,Other,,,Deluxe,"Deluxe Room, Sea View",1
Standart,Other,Other,Other,Towers,Deluxe,Other,,,Deluxe,"Deluxe Room, View (Twin Towers)",1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room.,1
Standart,Other,Other,Other,Towers,Deluxe,Other,,,Deluxe,Deluxe Twin Towers View,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe With Breakfast,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe With Window,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe.,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Luxe,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Luxe Room,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe (King),1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe King,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe King - 4 Hours,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe King Room,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room 1 King Bed,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Room Renovated - King Bed (Ns),1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 King Bed",1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 King Bed / 2 Single Beds(Orchid)",1
Standart,Other,king ,Other,City,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 King Bed, City View",1
Standart,Other,king ,Other,Garden,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 King Bed, Garden View",1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,King Deluxe,1
Standart,Other,king ,Other,Towers,Deluxe,Other,,,Deluxe,Traders Twin Towers King,1
Standart,Other,king ,Other,Other,Deluxe,Other,,,Deluxe,Traders Twin Towers View 1 King,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Corporate Deluxe Queen,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Queen,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Queen Room,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Queen Room With Window,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Queen Room Without Window,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Queen.,1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 1 Queen Bed",1
Standart,Other,queen ,Other,Other,Deluxe,Other,,,Deluxe,Queen/Queen - Deluxe,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,superior,Deluxe Standard,1
Standart,Other,Other,Other,Other,Deluxe,Other,,,Deluxe,Deluxe Chalet,1
Standart,triple ,Other,superior ,Other,Deluxe,Other,,,Deluxe,Superior Deluxe Triple,1
Standart,triple ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Room (Triple),1
Standart,triple ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Triple,1
Standart,triple ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Triple Room,1
Standart,triple ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Triple Room – Deluxe,1
Standart,triple double single ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Triple - 1 Double Bed And 1 Single Bed,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Room Renovated - Twin Bed (Ns),1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,"Deluxe Room, 2 Twin Beds",1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Twin,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Twin (1 Queen And 1 Single),1
Standart,twin ,Other,deluxe ,City,Deluxe,Other,,,Deluxe,Deluxe Twin Room,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,"Deluxe Twin Room, City View",1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Twin Towers View Twin,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe Zen Twin,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Deluxe/Twin,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Twin Deluxe,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Twin Luxe,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Twin Room - Deluxe,1
Standart,twin ,Other,deluxe ,Other,Deluxe,Other,,,Deluxe,Twin Room - Deluxe - Tower,1
Standart,double twin ,Other,Deluxe,River,Deluxe,Other,,,Deluxe,Double Or Twin Krungthep River View,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,One Bedroom Deluxe Residensi,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,Platinum Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,1 B/R Deluxe (55 Sq.m.),2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,1 Bed Room Deluxe,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,1 Br Deluxe (Tower B),2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,1 Deluxe Room,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Bed Deluxe,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Bed Deluxe Room,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Bed Deluxe Room Nonsmoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Bed Deluxe Room Smoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Deluxe,2
Standart,Other,king ,Deluxe,Other,Deluxe,Other,,,Deluxe,1 King Deluxe Nonsmoking,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 B/R Deluxe (93 Sq.m.),2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 Bedroom  Deluxe,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 Bedroom Deluxe,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 Bedroom Deluxe + Breakfast,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 Br Deluxe (Tower B),2
Standart,twin ,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,2 Twin Beds Deluxe Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,3 Bedroom Deluxe,2
Standart,Other,Other,Deluxe,Other,Deluxe,Other,,,Deluxe,4 Bedroom Deluxe,2
