,bedType,bed,roomType,view,master_room_type,,,room_name,stt
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Or Twin Room, Lake View",2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Or Twin Room, Non Smoking",2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Or Twin With Balcony,2
Standart,double twin ,Other,Deluxe,city ,Deluxe,,,Deluxe Double Or Twin With City View,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Private Ensuite,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Quiet Room,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room , Free Bkk Airport Transfers, Flight Detail Required",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room (Free Handy Mobile Phone Usage),2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room (With Window),2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room (With Windows),2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room No Window,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room One Way Transfer To Airport,2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room Or Twin Room,2
Standart,double single ,king ,Deluxe,Other,Deluxe,,,"Deluxe Double Room Single Use, 1 King Bed",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Air Condition,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Balcony,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Balcony -  Non-Smoking,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Bathtub,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Private Bathroom,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Round Trip Airport Transfer,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double Room With Window,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Bedroom",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Bedroom, Bathtub",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Bedroom, Concierge Service",2
pool ,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Bedroom, Refrigerator, Pool View",2
Standart,double ,Other,Deluxe,city ,Deluxe,,,"Deluxe Double Room, 1 Bedroom, Terrace, City View",2
Standart,double double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Double Bed",2
Standart,double double ,Other,Deluxe,city ,Deluxe,,,"Deluxe Double Room, 1 Double Bed, City View",2
Standart,double double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Double Bed, Private Bathroom",2
Standart,double ,king ,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 King Bed",2
Standart,double ,king ,Deluxe,city ,Deluxe,,,"Deluxe Double Room, 1 King Bed, City View",2
Standart,double ,king ,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 King Bed, Non Smoking (With Window)",2
Standart,double ,queen ,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Queen Bed",2
Standart,double ,queen ,Deluxe,city ,Deluxe,,,"Deluxe Double Room, 1 Queen Bed, City View",2
Standart,double ,queen ,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 1 Queen Bed, Non Smoking, Private Bathroom",2
Standart,double ,queen ,Deluxe,city ,Deluxe,,,"Deluxe Double Room, 1 Queen Bed, Private Bathroom, City View",2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, 2 Twin Beds",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Balcony",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Balcony S105",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Balcony S106",2
Standart,double ,Other,Deluxe,city ,Deluxe,,,"Deluxe Double Room, City View",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Jetted Tub",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Private Bathroom",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, Terrace",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double Room, With Window",2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Airport Transfer,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Balcony,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Breakfast,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Spa Bath,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With View,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Window,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Double With Window No View,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,"Deluxe Double, With Window",2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Double/Twin,2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Double/Twin Bedroom,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Enlarge Window,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Ensuit,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden (24hrs Use Of Room),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Garden View King,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Garden View Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden Wing,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Garden.,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Gold,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Harbour View Room,2
Standart,single ,king ,Deluxe,Other,Deluxe,,,"Deluxe Harbour View Rooms, 1 King Or 2 Single Beds",2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Hollywood Twin,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Hollywood Twin Non-Smoking,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Hot Deal,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Internal View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Jacuzzi,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Kallang,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King - No Window,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King - With Window,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King (No Window),2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Balcony Lake View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed : Casablanca,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed Non-Smoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed Room,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed Smoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed With Balcony,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bed With Jacuzzi,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Bedroom,2
Standart,Other,king ,Deluxe,city ,Deluxe,,,Deluxe King Bedroom : Siam City,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Garden View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Harbor View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Ocean View,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe King Or Twin,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe King Or Twin Bed,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe King Or Twin Room,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe King Or Twin Room- Internal View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Room,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Room - Non-Smoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Room Best Unrestricted Rate,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Room With Balcony,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Sky View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Smoking,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King Terrace,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe King With Jacuzzi,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe King/Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Kl Tower View Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Klcc View,2
Standart,Other,Other,Deluxe,Lake ,Deluxe,,,Deluxe Lake View,2
Standart,double ,Other,Deluxe,Lake ,Deluxe,,,Deluxe Lakeview Double,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Loft,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Marina,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Mayfair Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Mayfair Room - Max. 3 Pax In Total,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Mode,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Mode Room.,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Nest,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe New Wing,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe No View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe No Window King Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Non-Smoking Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe One Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe One Bedroom,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Opened Window,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Oriental Room King Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Panoramic View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Park View,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Park View King,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Park View Room King,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Park View Room Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Plus Double Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus Included Breakfast,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus Park View Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus Room Only,2
Standart,Other,Other,Deluxe,city ,Deluxe,,,Deluxe Plus With City View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Plus With Minibar,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool Access,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool Access (Incl Roundtrip Transfer),2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool Access.,2
pool ,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Pool King,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool Side,2
pool ,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Pool Twin,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool View,2
pool ,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Pool View King,2
pool ,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Pool View Twin Room,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool View Upper Floor,2
pool ,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Pool View With One Way Transfer To Airport,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Poolside 2 Bedroom,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen - No Window,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen (Window),2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen Bed,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen Bedroom,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen No View,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen No Window,2
Standart,twin ,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen Or Twin,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen Room With Window,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen Room Without Window,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen With Window,2
Standart,twin ,queen ,Deluxe,Other,Deluxe,,,Deluxe Queen/Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Resort Room,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Riva (River View),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Riva Room,2
Standart,Other,Other,Deluxe,River,Deluxe,,,Deluxe River View,2
Standart,double ,Other,Deluxe,River,Deluxe,,,Deluxe River View Double,2
Standart,Other,Other,Deluxe,River,Deluxe,,,Deluxe River View Room,2
Standart,twin ,Other,Deluxe,River,Deluxe,,,Deluxe River View Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Romance,2
Standart,Other,queen ,Deluxe,Other,Deluxe,,,Deluxe Room - 1 Queen Sized Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Advance Purchase,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Building C / D,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Double Bed,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Room - King Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Kl Tower & Klcc View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Non Smoking,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room - Twin Bed,2
Standart,single ,queen ,Deluxe,Other,Deluxe,,,Deluxe Room (1 Queen Or 2 Single Beds),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (20-22 Sqm),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Breakfast For 2),2
Standart,Other,Other,Deluxe,city ,Deluxe,,,"Deluxe Room (City View, Late Check Out 2pm)",2
Standart,Other,Other,Deluxe,city ,Deluxe,,,Deluxe Room (City),2
pool ,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Double Or Twin With Pool View),2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Double Or Twin),2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Double/ Twin),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Foc Late C/O 2pm),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Formerly Luxury Room),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Gold),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Grand),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Have 1 Or 2 Windows),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Incl Round Trip Transfer),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Internal Window),2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Room (King Bed),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Kl Tower),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Klcc View),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Late Check-Out At 2pm),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Max 2 Adults),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (New Wing),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Newly Renovated),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (No Window),2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Room (No Window) Double Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,"Deluxe Room (No-Window, Package)",2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (No-Window),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Quiet),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Riva),2
Standart,Other,Other,Deluxe,River,Deluxe,,,"Deluxe Room (River View, Late Check Out 2pm)",2
Standart,Other,Other,Deluxe,River,Deluxe,,,Deluxe Room (River),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Room Only),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Silver),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Skyline),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Tower Wing),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Two Bed),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Window),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Windows Subject To Availability ),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (With Church View),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (With Window),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room (Ying Hua),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room / A2 / B9,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room / D11,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room 1,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Airport View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Breakfast,2
Standart,Other,Other,Deluxe,city ,Deluxe,,,Deluxe Room City View,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Room Double Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Foc Late C/O 2pm,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Hot Deal,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Kallang,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Room King,2
Standart,Other,king ,Deluxe,Other,Deluxe,,,Deluxe Room King Bed,2
Standart,twin ,king ,Deluxe,Other,Deluxe,,,Deluxe Room King Or Twin,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Marina,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room No View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room No Window,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Only,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Only + One Way Shuttle Transfer,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Only No Transfer,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Terrace View,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room Twin,2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,Deluxe Room Twin Beds,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room West Wing (New),2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With 2 Hours Airport Lounge Access,2
Standart,single ,Other,Deluxe,Other,Deluxe,,,Deluxe Room With 2 Single Beds,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Balcony,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Balcony - Non-Smoking,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Balcony - Smoking,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Bathroom,2
Standart,double ,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Double Bed,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With External Private Bathroom,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Free Wi-Fi,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With No Window,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With One Way Airport Transfer,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Round Trip Airport Transfer,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With View,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Wi-Fi Access,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room With Window,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Without Balcony,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Without Breakfast,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,Deluxe Room Without Window,2
Standart,Other,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Bedroom",2
Standart,Other,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Bedroom (70sqm)",2
Standart,Other,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Bedroom, Kitchen",2
Standart,Other,Other,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 Bedroom, Private Bathroom, City View",2
Standart,Other,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Bedroom, Private Bathroom, Tower",2
Standart,double ,Other,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 Double Bed, City View",2
Standart,double ,Other,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 Double Or 2 Sing Beds, City View",2
Standart,double twin ,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Double Or 2 Twin Beds",2
Standart,double twin ,Other,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 Double Or 2 Twin Beds, City View",2
Standart,double twin ,Other,Deluxe,Lake ,Deluxe,,,"Deluxe Room, 1 Double Or 2 Twin Beds, Lake View",2
Standart,twin ,Other,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 Full Or 2 Twin Beds",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed (Grand)",2
Standart,Other,king ,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 King Bed, Balcony, City View",2
Standart,Other,king ,Deluxe,city ,Deluxe,,,"Deluxe Room, 1 King Bed, City View",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed, Corner",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed, Ensuite",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed, Kitchenette (Bathtub)",2
Standart,Other,king ,Deluxe,Lake ,Deluxe,,,"Deluxe Room, 1 King Bed, Lake View",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed, No Windows",2
Standart,Other,king ,Deluxe,Other,Deluxe,,,"Deluxe Room, 1 King Bed, Non Smoking",2
Standart,Other,king ,Deluxe,Ocean,Deluxe,,,"Deluxe Room, 1 King Bed, Ocean View",2
