bedType,bed,roomType,view,master_room_type,,room_name,stt
,,Deluxe,,Deluxe,,Deluxe With Internet,2
,,Deluxe,,Deluxe,,Deluxe With Quiet,2
,,Deluxe,,Deluxe,,Deluxe With View,2
,,Deluxe,,Deluxe,,Deluxe With View Room,2
,,Deluxe,,Deluxe,,Deluxe With Window,2
,,Deluxe,,Deluxe,,Deluxe Without View,2
,,Deluxe,,Deluxe,,Deluxe World,2
,,Deluxe,,Deluxe,,Deluxe World Family,2
,,Deluxe,,Deluxe,,Deluxe Yard View,2
double ,,Deluxe,,Deluxe,,Deluxe Zen Double,2
twin ,,Deluxe,,Deluxe,,Deluxe Zen Twin,2
,,Deluxe,,Deluxe,,Deluxe Zensation,2
,,Deluxe,,Deluxe,,Deluxe-Chill,2
double ,,Deluxe,,Deluxe,,"Deluxe, 1 Double Bed",2
,,Deluxe,,Deluxe,,Diplomat Corner Suite,2
,,Deluxe,,Deluxe,,Diplomat Room,2
double ,,Deluxe,,Deluxe,,Double 1 Bedroom-Deluxe,2
double ,,Deluxe,,Deluxe,,Double Bed Deluxe,2
double ,,Deluxe,,Deluxe,,Double Capitol Deluxe,2
double ,,Deluxe,,Deluxe,,Double Centra Deluxe,2
double ,,Deluxe,,Deluxe,,Double Comfort Deluxe,2
double ,,Deluxe,,Deluxe,,Double Corporate Deluxe,2
double ,,Deluxe,,Deluxe,,Double Deluxe 1 Bedroom,2
double ,,Deluxe,,Deluxe,,Double Deluxe Bay View,2
double ,,Deluxe,,Deluxe,,Double Deluxe Bedroom,2
double ,,Deluxe,,Deluxe,,Double Deluxe Chill,2
double ,,Deluxe,city ,Deluxe,,Double Deluxe City View,2
double ,,Deluxe,,Deluxe,,Double Deluxe Eastin,2
double ,,Deluxe,,Deluxe,,Double Deluxe Family Room Residence,2
double ,,Deluxe,,Deluxe,,Double Deluxe Hilton Plus,2
double ,king ,Deluxe,,Deluxe,,Double Deluxe King,2
double ,,Deluxe,,Deluxe,,Double Deluxe Klcc View,2
double ,,Deluxe,Lake ,Deluxe,,Double Deluxe Lake View,2
double ,,Deluxe,,Deluxe,,Double Deluxe Ocean Facing Sharing Bedding,2
double ,,Deluxe,,Deluxe,,Double Deluxe One Bedroom,2
double ,king ,Deluxe,,Deluxe,,Double Deluxe One King Bed,2
double ,,Deluxe,,Deluxe,,Double Deluxe Park View,2
double ,,Deluxe,,Deluxe,,Double Deluxe Plus,2
double ,,Deluxe,,Deluxe,,Double Deluxe Pool View,2
double ,queen ,Deluxe,,Deluxe,,Double Deluxe Queen,2
double ,queen ,Deluxe,,Deluxe,,Double Deluxe Queen Bed,2
double ,,Deluxe,,Deluxe,,Double Deluxe Resort Room,2
double ,,Deluxe,River,Deluxe,,Double Deluxe River View,2
double ,king ,Deluxe,,Deluxe,,Double Deluxe River View King,2
double ,,Deluxe,,Deluxe,,Double Deluxe Room,2
double ,,Deluxe,,Deluxe,,Double Deluxe Sharing Bedding,2
double ,,Deluxe,,Deluxe,,Double Deluxe Star,2
double ,,Deluxe,,Deluxe,,Double Deluxe With Balcony,2
double ,,Deluxe,,Deluxe,,Double Deluxe With Window,2
double ,,Deluxe,,Deluxe,,Double Deluxe World Family,2
double ,,Deluxe,,Deluxe,,Double Deluxe Zen,2
double ,,Deluxe,,Deluxe,,Double Deluxe-Corner,2
double ,queen ,Deluxe,,Deluxe,,Double Deluxe-Queen,2
double ,,Deluxe,,Deluxe,,Double Deluxe-Surawong Room,2
double ,,Deluxe,,Deluxe,,Double Deluxe-With Window,2
double ,,Deluxe,Garden,Deluxe,,Double Dignitaries Deluxe Garden View,2
double ,,Deluxe,Lake ,Deluxe,,Double Dignitaries Deluxe Lakeview,2
double ,,Deluxe,,Deluxe,,Double Grand Deluxe,2
double ,,Deluxe,,Deluxe,,Double New Deluxe,2
double ,,Deluxe,,Deluxe,,Double One Bedroom Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Aqua Deluxe Boutique,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe  Balcony Shangri La Wing,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe - Building C / D,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Balcony,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Chill,2
double twin  ,,Deluxe,city ,Deluxe,,Double Or Twin Deluxe City View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Corner,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Eastin,2
double twin  ,,Deluxe,Garden,Deluxe,,Double Or Twin Deluxe Garden,2
double twin  ,,Deluxe,Garden,Deluxe,,Double Or Twin Deluxe Garden View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Kallang,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Marina,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe No Window,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe One Bedroom,2
double twin  ,,Deluxe,Park,Deluxe,,Double Or Twin Deluxe Park View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Plus,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Plus Park,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Plus With Balcony,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Pool,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Pool Access,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Pool Side,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Pool View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe River View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe River View Shangri La Wing,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Riverfront,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Shangri La Wing,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Sharing Bedding,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Skyline,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe Tower Wing,2
double twin  ,,Deluxe,Tower,Deluxe,,Double Or Twin Deluxe Twin Tower View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe With Balcony,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe World,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Deluxe-Balcony,2
double twin  ,,Deluxe,River,Deluxe,,Double Or Twin Deluxe-River View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Double Or Twin Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Elevated Kallang,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin G Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Garden Deluxe,2
double twin  ,,Deluxe,city ,Deluxe,,Double Or Twin Garden Wing Deluxe City View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Garden Wing Deluxe Pool View,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Grand Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Grand Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Grand Deluxe Room Sharing Bedding,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Jasmine Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Jatu Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Krungthep Deluxe Balcony,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Lady Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Lohas Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin New Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Once Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Riva Arun Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Siam Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Signature Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Silver Palm Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Sky Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Sky Zone Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Space Zone Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Super Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Tower Wing Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double Or Twin Valley Wing Deluxe,2
double ,,Deluxe,,Deluxe,,Double Park Deluxe Corner,2
double ,king ,Deluxe,,Deluxe,,Double Park Deluxe King,2
double ,,Deluxe,Park,Deluxe,,Double Park View Deluxe,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Balcony,2
double ,,Deluxe,Bay,Deluxe,,Double Room - Deluxe - Bay View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Business,2
double ,,Deluxe,city ,Deluxe,,Double Room - Deluxe - City View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Comfort,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Corner,2
double ,,Deluxe,Garden,Deluxe,,Double Room - Deluxe - Garden View,2
double ,,Deluxe,Lake ,Deluxe,,Double Room - Deluxe - Lake View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - No Window,2
double ,,Deluxe,Park,Deluxe,,Double Room - Deluxe - Park View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Plus,2
double ,,Deluxe,River,Deluxe,,Double Room - Deluxe - Pool View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - River View,2
double ,,Deluxe,Sea,Deluxe,,Double Room - Deluxe - Sea View,2
double ,,Deluxe,Sky,Deluxe,,Double Room - Deluxe - Sky View,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Terrace,2
double ,,Deluxe,,Deluxe,,Double Room - Deluxe - Tower,2
double ,,Deluxe,,Deluxe,,Double Room - Grand Deluxe,2
double ,,Deluxe,,Deluxe,,Double Room - Super Deluxe,2
double ,king ,Deluxe,city ,Deluxe,,Double Room King Bed - Deluxe - City View,2
double ,king ,Deluxe,,Deluxe,,Double Room King Bed - Deluxe - Corner,2
double ,king ,Deluxe,Garden,Deluxe,,Double Room King Bed - Deluxe - Garden View,2
double ,king ,Deluxe,,Deluxe,,Double Room King Bed - Deluxe - High Floor,2
double ,king ,Deluxe,Lake ,Deluxe,,Double Room King Bed - Deluxe - Lake View,2
double ,king ,Deluxe,,Deluxe,,Double Room King Bed - Deluxe - Pool View,2
double ,king ,Deluxe,River,Deluxe,,Double Room King Bed - Deluxe - River View,2
double ,king ,Deluxe,Sea,Deluxe,,Double Room King Bed - Deluxe - Sea View,2
double ,king ,Deluxe,,Deluxe,,Double Room King Bed - Grand Deluxe,2
double ,king ,Deluxe,,Deluxe,,Double Room King Bed - Smoking - Deluxe,2
double ,queen ,Deluxe,,Deluxe,,Double Room Queen Bed - Deluxe,2
double ,,Deluxe,,Deluxe,,Double Super Deluxe,2
double ,,Deluxe,,Deluxe,,Double Tower Wing Deluxe,2
double ,,Deluxe,,Deluxe,,Double Wat Pho Deluxe,2
double ,,Deluxe,,Deluxe,,Double Ying Hua Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Aqua-Deluxe-Boutique,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Deluxe View,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Deluxe-River View,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Deluxe-Studio,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Deluxe-World,2
double twin  ,,Deluxe,,Deluxe,,Double/Twin Grand-Deluxe Room,2
,,Deluxe,,Deluxe,,Eastin Deluxe,2
,,Deluxe,,Deluxe,,Family Room Eastin Family Deluxe,2
,,Deluxe,,Deluxe,,Family Room Grand Deluxe,2
,,Deluxe,,Deluxe,,G Deluxe,2
,king ,Deluxe,,Deluxe,,G Deluxe 1 King Bed,2
twin ,,Deluxe,,Deluxe,,G Deluxe Twin Beds,2
,king king ,Deluxe,,Deluxe,,Galaxy King Room ( Deluxe King Room) ,2
,king ,Deluxe,,Deluxe,,Golden Grand Deluxe King Size Bed,2
twin ,,Deluxe,,Deluxe,,Golden Grand Deluxe Twin Bed,2
,,Deluxe,,Deluxe,,Grand Deluxe - L,2
,,Deluxe,,Deluxe,,Grand Deluxe (Connecting Set),2
,,Deluxe,,Deluxe,,Grand Deluxe + Breakfast,2
,king ,Deluxe,,Deluxe,,Grand Deluxe 1 King Bed,2
twin ,,Deluxe,,Deluxe,,"Grand Deluxe 2 Pax, 2 Twin Beds",2
single ,,Deluxe,,Deluxe,,Grand Deluxe 2 Single Beds,2
,,Deluxe,,Deluxe,,Grand Deluxe A,2
,,Deluxe,,Deluxe,,Grand Deluxe Chic,2
,,Deluxe,city ,Deluxe,,Grand Deluxe City View,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Double,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Double - Smoking,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Double Bed,2
double twin  ,,Deluxe,,Deluxe,,Grand Deluxe Double Or Twin Room,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Double Room,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Double Room - Non-Smoking,2
double twin  ,,Deluxe,,Deluxe,,Grand Deluxe Double/Twin,2
,king ,Deluxe,,Deluxe,,Grand Deluxe King Bed,2
,king ,Deluxe,,Deluxe,,Grand Deluxe King Room,2
,,Deluxe,,Deluxe,,Grand Deluxe Lake View,2
,,Deluxe,,Deluxe,,Grand Deluxe River View,2
,,Deluxe,,Deluxe,,Grand Deluxe Room,2
double ,,Deluxe,,Deluxe,,Grand Deluxe Room (2 Double Beds),2
,king ,Deluxe,,Deluxe,,Grand Deluxe Room (King Bed),2
triple ,,Deluxe,,Deluxe,,Grand Deluxe Triple,2
twin ,,Deluxe,,Deluxe,,Grand Deluxe Twin,2
twin ,,Deluxe,,Deluxe,,Grand Deluxe Twin Room,2
,,Deluxe,,Deluxe,,Grand Deluxe Two Doubles,2
,,Deluxe,,Deluxe,,Grand Deluxe With Breakfast,2
,,Deluxe,,Deluxe,,Grand Deluxe With Breakfast + Round Trip Transfer,2
double ,,Deluxe,,Deluxe,,"Grand Deluxe, 1 Double Bed",2
double ,,Deluxe,,Deluxe,,"Grand Deluxe, 2 Double Beds",2
,,Deluxe,,Deluxe,,"Grand Deluxe,1king",2
,,Deluxe,,Deluxe,,Grand Room (Grand Deluxe),2
,,Deluxe,,Deluxe,,Grande Deluxe,2
,,Deluxe,,Deluxe,,Grande Deluxe Room,2
twin ,,Deluxe,,Deluxe,,Grande Deluxe Twin Room,2
,,Deluxe,,Deluxe,,Hilton Deluxe Room,2
,,Deluxe,,Deluxe,,"Hilton, Deluxe Room",2
,king ,Deluxe,,Deluxe,,"Hilton, Deluxe Room, 1 King Bed",2
,king ,Deluxe,,Deluxe,,"Hilton, Deluxe Room, 1 King Bed, Accessible",2
,,Deluxe,,Deluxe,,Honeymoon Deluxe,2
,,Deluxe,,Deluxe,,Junior Deluxe Room,2
,king ,Deluxe,city ,Deluxe,,"Junior Deluxe, 1 King Bed, City View",2
double ,,Deluxe,,Deluxe,,Jusmine Sweet Deluxe Double Room,2
,king ,Deluxe,,Deluxe,,King Bed - Deluxe,2
,king ,Deluxe,,Deluxe,,King Deluxe Plus,2
,king ,Deluxe,,Deluxe,,King Deluxe Room,2
,king ,Deluxe,,Deluxe,,King Hilton Deluxe,2
,king ,Deluxe,,Deluxe,,King Hilton Deluxe Plus,2
,,Deluxe,,Deluxe,,Krungthep Deluxe Balcony,2
,,Deluxe,,Deluxe,,Krungthep Wing Deluxe Balcony,2
,,Deluxe,,Deluxe,,L'opera Deluxe,2
,,Deluxe,,Deluxe,,L&Apos,2
,king ,Deluxe,,Deluxe,,"L&Apos;Opera, Deluxe Room, 1 King Bed",2
twin ,,Deluxe,,Deluxe,,"L&Apos;Opera, Deluxe Room, 2 Twin Beds",2
,,Deluxe,,Deluxe,,Lady Deluxe (For Lady Only),2
,,Deluxe,,Deluxe,,Landmark Deluxe,2
,,Deluxe,,Deluxe,,Lohas Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Lotus Deluxe Double Or Twin Room,2
,,Deluxe,,Deluxe,,Maduzi Deluxe,2
,,Deluxe,,Deluxe,,Master Deluxe Room,2
,,Deluxe,,Deluxe,,Mattana Deluxe,2
,,Deluxe,,Deluxe,,Mjoy Deluxe Room,2
,,Deluxe,,Deluxe,,Modern Deluxe Room,2
triple ,,Deluxe,,Deluxe,,Modern Deluxe Triple,2
,king ,Deluxe,,Deluxe,,Muse Deluxe King,2
,,Deluxe,,Deluxe,,Neo Deluxe,2
,,Deluxe,,Deluxe,,New Deluxe Room,2
,,Deluxe,,Deluxe,,New Deluxe Room - New East Wing,2
,,Deluxe,,Deluxe,,Noble Deluxe Room,2
,,Deluxe,,Deluxe,,Non Refundable Deluxe ,2
,,Deluxe,,Deluxe,,One Bedroom Deluxe,2
,king ,Deluxe,,Deluxe,,One Bedroom Deluxe (King),2
twin ,,Deluxe,,Deluxe,,One Bedroom Deluxe (Twin),2
,,Deluxe,,Deluxe,,One Bedroom Deluxe Apartment,2
,,Deluxe,,Deluxe,,One-Bedroom Deluxe Residensi,2
,,Deluxe,,Deluxe,,Oriental Deluxe,2
,,Deluxe,,Deluxe,,Overwater Pavilion Room (Formerly Deluxe - Pool View),2
,,Deluxe,,Deluxe,,Perfect For Families Spacious 30sqm Deluxe Rms  Are Located On Higher Flrs And B,2
,,Deluxe,,Deluxe,,Pool Access Deluxe,2
double ,,Deluxe,,Deluxe,,Private Deluxe Double Room,2
,,Deluxe,,Deluxe,,Private Deluxe Room,2
,,Deluxe,,Deluxe,,Private Deluxe With Shared Bathroom,2
,queen ,Deluxe,,Deluxe,,Queen Deluxe,2
,queen ,Deluxe,,Deluxe,,Queen Deluxe Room,2
double ,,Deluxe,,Deluxe,,"Quiet Deluxe Double Room, Free Late Checkout Until 2pm",2
,,Deluxe,,Deluxe,,Riverfront Deluxe,2
,,Deluxe,,Deluxe,,Royal Deluxe,2
,,Deluxe,city ,Deluxe,,Royal Deluxe - City View Free Late Out 14h00,2
,,Deluxe,,Deluxe,,Royal Deluxe - Internal View,2
,king ,Deluxe,,Deluxe,,Royal Grand King Size Bed,2
,king ,Deluxe,,Deluxe,,Royal King,2
,king ,Deluxe,,Deluxe,,"Royal King, No Windows",2
,queen ,Deluxe,,Deluxe,,Royal Queen,2
,queen ,Deluxe,,Deluxe,,"Royal Queen, No Windows",2
,,Deluxe,,Deluxe,,Royal Room,2
,king ,Deluxe,,Deluxe,,"Royal Room, 1 King Bed, Lake View",2
,,Deluxe,,Deluxe,,"Royal Room, Balcony",2
,,Deluxe,,Deluxe,,S Deluxe Room,2
,king ,Deluxe,,Deluxe,,"Shangri-La Wing, Deluxe River View Room, 1 King Bed",2
twin ,,Deluxe,,Deluxe,,"Shangri-La Wing, Deluxe River View Room, 2 Twin Beds",2
,king ,Deluxe,,Deluxe,,"Shangri-La Wing, Deluxe Room, 1 King Bed",2
twin ,,Deluxe,,Deluxe,,"Shangri-La Wing, Deluxe Room, 2 Twin Beds",2
,,Deluxe,,Deluxe,,Siam Deluxe (Deluxe),2
,,Deluxe,,Deluxe,,Signature Deluxe,2
,,Deluxe,,Deluxe,,Signature Deluxe Room,2
,,Deluxe,,Deluxe,,Signature Deluxe Room With Onsen Access,2
,,Deluxe,,Deluxe,,Silver Palm Deluxe,2
,,Deluxe,,Deluxe,,Sky Deluxe Room,2
,,Deluxe,,Deluxe,,Smile Deluxe Room,2
,,Deluxe,,Deluxe,,Solo Deluxe,2
,,Deluxe,,Deluxe,,Solo Deluxe Room,2
single ,,Deluxe,,Deluxe,,Space Pod Deluxe With 2 Single Beds,2
,,Deluxe,,Deluxe,,St. Regis + Deluxe Room,2
,,Deluxe,,Deluxe,,Standard Deluxe,2
,queen ,Deluxe,,Deluxe,,Standard Deluxe - Queen,2
,queen ,Deluxe,,Deluxe,,Standard Deluxe Queen,2
,,Deluxe,,Deluxe,,Standard Deluxe Room,2
,,Deluxe,,Deluxe,,Standard Deluxe Windowless,2
,,Deluxe,,Deluxe,,Super Deluxe,2
,,Deluxe,,Deluxe,,Super Deluxe  Room,2
,,Deluxe,,Deluxe,,Super Deluxe Air Conditioining Room,2
double twin  ,,Deluxe,city ,Deluxe,,Super Deluxe City View Double Or Twin,2
double ,,Deluxe,,Deluxe,,Super Deluxe Double,2
double ,,Deluxe,,Deluxe,,Super Deluxe Double Bed,2
double ,queen ,Deluxe,,Deluxe,,"Super Deluxe Double, 1 Queen Bed, Private Bathroom",2
,king ,Deluxe,,Deluxe,,Super Deluxe King Room,2
,queen ,Deluxe,,Deluxe,,Super Deluxe Queen,2
,,Deluxe,,Deluxe,,Super Deluxe Room,2
double ,,Deluxe,,Deluxe,,Super Deluxe Room (Double Bed),2
,,Deluxe,,Deluxe,,Super Deluxe Room (Old Wing),2
twin ,,Deluxe,,Deluxe,,Super Deluxe Room (Twin Beds),2
,,Deluxe,,Deluxe,,Super Deluxe Room With Breakfast,2
twin ,,Deluxe,,Deluxe,,Super Deluxe Twin Bed,2
,,Deluxe,,Deluxe,,Super Deluxe Type A,2
,,Deluxe,,Deluxe,,Super Deluxe Type B,2
,,Deluxe,,Deluxe,,Super Deluxe With Breakfast,2
twin ,,Deluxe,,Deluxe,,Superb Deluxe Twin Room,2
,,Deluxe,,Deluxe,,The Deluxe Nest,2
,,Deluxe,,Deluxe,,The Deluxe Nest With Window,2
,,Deluxe,,Deluxe,,The Deluxe Nest Without Window,2
,,Deluxe,,Deluxe,,Three Bed Room Deluxe,2
,,Deluxe,,Deluxe,,Three-Bedroom Deluxe Residensi,2
,,Deluxe,,Deluxe,,Times Deluxe,2
,king ,Deluxe,,Deluxe,,Tower View Deluxe King,2
,,Deluxe,,Deluxe,,Tower Wing - Deluxe,2
,,Deluxe,,Deluxe,,Tower Wing Deluxe,2
double ,,Deluxe,,Deluxe,,Tower Wing Deluxe Double,2
,king ,Deluxe,,Deluxe,,"Tower Wing, Deluxe Room, 1 King Bed",2
twin ,,Deluxe,,Deluxe,,"Tower Wing, Deluxe Room, 2 Twin Beds",2
,,Deluxe,,Deluxe,,Trendy Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Trendy Deluxe Double Or Twin Room,2
,,Deluxe,,Deluxe,,Trio Deluxe,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe Family,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe Modern Room,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe Room,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe With Breakfast,2
triple ,,Deluxe,,Deluxe,,Triple Deluxe-Modern Room,2
triple ,,Deluxe,,Deluxe,,Triple Garden Deluxe,2
triple ,,Deluxe,,Deluxe,,Triple Grand Deluxe,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Balcony,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Budget,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Business,2
triple ,,Deluxe,city ,Deluxe,,Triple Room - Deluxe - City View,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Marina View,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Pool Access,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - Pool View,2
triple ,,Deluxe,,Deluxe,,Triple Room - Deluxe - River View,2
triple ,,Deluxe,,Deluxe,,Triple Room - Grand Deluxe,2
triple ,,Deluxe,,Deluxe,,Triple Room – Deluxe,2
triple triple ,,Deluxe,,Deluxe,,Triple Triple Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Capitol Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Corporate Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Chill,2
twin ,,Deluxe,city ,Deluxe,,Twin Deluxe City View,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Eastin,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Garden View,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Hilton Plus,2
twin ,king ,Deluxe,,Deluxe,,Twin Deluxe King Bed,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Lake View,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Ocean Facing Sharing Bedding,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Park View,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe River View,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Room,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Room With Bathtub,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Shower,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe Star,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe With Balcony,2
twin ,,Deluxe,,Deluxe,,Twin Deluxe-Star,2
twin ,,Deluxe,,Deluxe,,Twin Dignitaries Deluxe Garden View,2
twin ,,Deluxe,,Deluxe,,Twin Dignitaries Deluxe Lakeview,2
twin ,,Deluxe,,Deluxe,,Twin Grand Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Hilton Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Hilton Deluxe Plus,2
twin ,,Deluxe,,Deluxe,,Twin New Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Room - Business - Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Balcony,2
twin ,,Deluxe,city ,Deluxe,,Twin Room - Deluxe - City View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Garden,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Garden View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Lake View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Plus,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Pool View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - River View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Deluxe - Sea View,2
twin ,,Deluxe,,Deluxe,,Twin Room - Grand Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Super Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Tower Wing Deluxe,2
twin ,,Deluxe,,Deluxe,,Twin Twin-Tower View Deluxe Room,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Budget - Deluxe,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Business,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Canal View,2
double twin  ,,Deluxe,city ,Deluxe,,Twin/Double Room - Deluxe - City View,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Corner,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Garden,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Garden View,2
double twin  ,,Deluxe,,Deluxe,,Twin/Double Room - Deluxe - Harbour View,2
